prot_id,trial_id,category,target_position,selected_image,quintile,im1,im2,im3,im4,im5,im6,im7,im8,im9
1,1,bathroom,9,bathroom_2.jpg,4,bathroom_2.jpg,bathroom_23.jpg,bathroom_59.jpg,bathroom_35.jpg,bathroom_6.jpg,bathroom_30.jpg,bathroom_7.jpg,bathroom_24.jpg,bathroom_28.jpg
1,2,kitchen,9,kitchen_46.jpg,3,kitchen_46.jpg,kitchen_4.jpg,kitchen_26.jpg,kitchen_21.jpg,kitchen_2.jpg,kitchen_34.jpg,kitchen_53.jpg,kitchen_27.jpg,kitchen_10.jpg
1,3,iceberg,4,iceberg_67.jpg,2,iceberg_67.jpg,iceberg_13.jpg,iceberg_11.jpg,iceberg_50.jpg,iceberg_14.jpg,iceberg_7.jpg,iceberg_21.jpg,iceberg_2.jpg,iceberg_55.jpg
1,4,church-inside,7,church_inside_1.jpg,4,church_inside_1.jpg,church_inside_64.jpg,church_inside_40.jpg,church_inside_45.jpg,church_inside_19.jpg,church_inside_5.jpg,church_inside_51.jpg,church_inside_16.jpg,church_inside_41.jpg
1,5,lobby,3,lobby_5.jpg,3,lobby_5.jpg,lobby_22.jpg,lobby_56.jpg,lobby_62.jpg,lobby_31.jpg,lobby_64.jpg,lobby_23.jpg,lobby_35.jpg,lobby_43.jpg
1,6,tenniscourt,5,tenniscourt_65.jpg,2,tenniscourt_65.jpg,tenniscourt_50.jpg,tenniscourt_18.jpg,tenniscourt_4.jpg,tenniscourt_56.jpg,tenniscourt_30.jpg,tenniscourt_46.jpg,tenniscourt_34.jpg,tenniscourt_42.jpg
1,7,empty,7,empty_1.jpg,4,empty_1.jpg,empty_49.jpg,empty_17.jpg,empty_25.jpg,empty_19.jpg,empty_23.jpg,empty_51.jpg,empty_20.jpg,empty_48.jpg
1,8,concert_hall,6,concert_hall_30.jpg,3,concert_hall_30.jpg,concert_hall_13.jpg,concert_hall_5.jpg,concert_hall_22.jpg,concert_hall_33.jpg,concert_hall_14.jpg,concert_hall_7.jpg,concert_hall_61.jpg,concert_hall_12.jpg
1,9,skyscraper,9,skyscraper_4.jpg,2,skyscraper_4.jpg,skyscraper_33.jpg,skyscraper_63.jpg,skyscraper_3.jpg,skyscraper_20.jpg,skyscraper_29.jpg,skyscraper_8.jpg,skyscraper_52.jpg,skyscraper_46.jpg
1,10,stream,8,stream_56.jpg,4,stream_56.jpg,stream_3.jpg,stream_64.jpg,stream_2.jpg,stream_1.jpg,stream_63.jpg,stream_39.jpg,stream_4.jpg,stream_53.jpg
1,11,waves,8,waves_17.jpg,3,waves_17.jpg,waves_14.jpg,waves_15.jpg,waves_31.jpg,waves_16.jpg,waves_7.jpg,waves_5.jpg,waves_62.jpg,waves_27.jpg
1,12,airport,8,airport_25.jpg,2,airport_25.jpg,airport_7.jpg,airport_39.jpg,airport_21.jpg,airport_27.jpg,airport_42.jpg,airport_22.jpg,airport_10.jpg,airport_63.jpg
1,13,bar,6,bar_61.jpg,4,bar_61.jpg,bar_65.jpg,bar_46.jpg,bar_62.jpg,bar_41.jpg,bar_20.jpg,bar_8.jpg,bar_17.jpg,bar_5.jpg
