prot_id,trial_id,category,target_position,selected_image,quintile,im1,im2,im3,im4,im5,im6,im7,im8,im9
3,1,gas-station,5,gas_station_34.jpg,4,gas_station_34.jpg,gas_station_16.jpg,gas_station_58.jpg,gas_station_2.jpg,gas_station_12.jpg,gas_station_48.jpg,gas_station_49.jpg,gas_station_31.jpg,gas_station_1.jpg
3,2,garden,2,garden_43.jpg,2,garden_43.jpg,garden_63.jpg,garden_65.jpg,garden_26.jpg,garden_44.jpg,garden_47.jpg,garden_5.jpg,garden_62.jpg,garden_57.jpg
3,3,countryroad,2,countryroad_58.jpg,3,countryroad_58.jpg,countryroad_59.jpg,countryroad_8.jpg,countryroad_57.jpg,countryroad_60.jpg,countryroad_61.jpg,countryroad_55.jpg,countryroad_53.jpg,countryroad_4.jpg
3,4,iceberg,5,iceberg_43.jpg,4,iceberg_43.jpg,iceberg_15.jpg,iceberg_5.jpg,iceberg_61.jpg,iceberg_68.jpg,iceberg_8.jpg,iceberg_46.jpg,iceberg_57.jpg,iceberg_6.jpg
3,5,lobby,9,lobby_17.jpg,2,lobby_17.jpg,lobby_41.jpg,lobby_16.jpg,lobby_12.jpg,lobby_11.jpg,lobby_65.jpg,lobby_61.jpg,lobby_46.jpg,lobby_39.jpg
3,6,grocerystore,9,grocerystore_4.jpg,3,grocerystore_4.jpg,grocerystore_23.jpg,grocerystore_50.jpg,grocerystore_56.jpg,grocerystore_14.jpg,grocerystore_8.jpg,grocerystore_39.jpg,grocerystore_7.jpg,grocerystore_19.jpg
3,7,closet,2,closet_68.jpg,4,closet_68.jpg,closet_62.jpg,closet_40.jpg,closet_3.jpg,closet_4.jpg,closet_14.jpg,closet_39.jpg,closet_37.jpg,closet_31.jpg
3,8,train,6,train_23.jpg,2,train_23.jpg,train_66.jpg,train_48.jpg,train_50.jpg,train_18.jpg,train_22.jpg,train_44.jpg,train_63.jpg,train_20.jpg
3,9,canyon,1,canyon_47.jpg,3,canyon_20.jpg,canyon_47.jpg,canyon_50.jpg,canyon_44.jpg,canyon_51.jpg,canyon_43.jpg,canyon_45.jpg,canyon_68.jpg,canyon_55.jpg
3,10,castle,9,castle_17.jpg,4,castle_17.jpg,castle_42.jpg,castle_33.jpg,castle_20.jpg,castle_39.jpg,castle_22.jpg,castle_8.jpg,castle_7.jpg,castle_48.jpg
3,11,gym,6,gym_38.jpg,2,gym_38.jpg,gym_2.jpg,gym_13.jpg,gym_19.jpg,gym_30.jpg,gym_65.jpg,gym_47.jpg,gym_5.jpg,gym_63.jpg
3,12,skyscraper,8,skyscraper_44.jpg,3,skyscraper_44.jpg,skyscraper_50.jpg,skyscraper_28.jpg,skyscraper_5.jpg,skyscraper_12.jpg,skyscraper_11.jpg,skyscraper_49.jpg,skyscraper_30.jpg,skyscraper_65.jpg
3,13,empty,6,empty_68.jpg,4,empty_68.jpg,empty_52.jpg,empty_15.jpg,empty_26.jpg,empty_21.jpg,empty_32.jpg,empty_13.jpg,empty_28.jpg,empty_38.jpg
3,14,facadebuilding,8,facadebuilding_20.jpg,2,facadebuilding_20.jpg,facadebuilding_18.jpg,facadebuilding_46.jpg,facadebuilding_25.jpg,facadebuilding_19.jpg,facadebuilding_66.jpg,facadebuilding_53.jpg,facadebuilding_31.jpg,facadebuilding_32.jpg
3,15,bridge,2,bridge_59.jpg,3,bridge_59.jpg,bridge_19.jpg,bridge_68.jpg,bridge_38.jpg,bridge_36.jpg,bridge_6.jpg,bridge_26.jpg,bridge_12.jpg,bridge_16.jpg
3,16,stream,5,stream_46.jpg,4,stream_46.jpg,stream_54.jpg,stream_50.jpg,stream_49.jpg,stream_58.jpg,stream_27.jpg,stream_17.jpg,stream_28.jpg,stream_12.jpg
3,17,campsite,4,campsite_22.jpg,2,campsite_22.jpg,campsite_24.jpg,campsite_43.jpg,campsite_39.jpg,campsite_63.jpg,campsite_55.jpg,campsite_20.jpg,campsite_47.jpg,campsite_17.jpg
3,18,industrialarea,4,industrialarea_57.jpg,3,industrialarea_57.jpg,industrialarea_35.jpg,industrialarea_63.jpg,industrialarea_41.jpg,industrialarea_59.jpg,industrialarea_7.jpg,industrialarea_21.jpg,industrialarea_13.jpg,industrialarea_16.jpg
3,19,bedroom,5,bedroom_54.jpg,4,bedroom_54.jpg,bedroom_53.jpg,bedroom_37.jpg,bedroom_27.jpg,bedroom_5.jpg,bedroom_64.jpg,bedroom_63.jpg,bedroom_62.jpg,bedroom_56.jpg
3,20,restaurant,9,restaurant_28.jpg,2,restaurant_28.jpg,restaurant_48.jpg,restaurant_10.jpg,restaurant_47.jpg,restaurant_64.jpg,restaurant_29.jpg,restaurant_6.jpg,restaurant_43.jpg,restaurant_38.jpg
3,21,barn,2,barn_1.jpg,3,barn_1.jpg,barn_60.jpg,barn_52.jpg,barn_22.jpg,barn_3.jpg,barn_10.jpg,barn_56.jpg,barn_28.jpg,barn_18.jpg
