prot_id,trial_id,category,target_position,selected_image,quintile,im1,im2,im3,im4,im5,im6,im7,im8,im9
6,1,kitchen,4,kitchen_40.jpg,2,kitchen_40.jpg,kitchen_16.jpg,kitchen_45.jpg,kitchen_8.jpg,kitchen_48.jpg,kitchen_50.jpg,kitchen_43.jpg,kitchen_22.jpg,kitchen_38.jpg
6,2,canyon,4,canyon_57.jpg,3,canyon_57.jpg,canyon_7.jpg,canyon_29.jpg,canyon_36.jpg,canyon_64.jpg,canyon_60.jpg,canyon_15.jpg,canyon_66.jpg,canyon_27.jpg
6,3,grocerystore,2,grocerystore_1.jpg,4,grocerystore_1.jpg,grocerystore_6.jpg,grocerystore_64.jpg,grocerystore_9.jpg,grocerystore_43.jpg,grocerystore_67.jpg,grocerystore_36.jpg,grocerystore_54.jpg,grocerystore_20.jpg
6,4,restaurant,2,restaurant_31.jpg,2,restaurant_31.jpg,restaurant_55.jpg,restaurant_53.jpg,restaurant_58.jpg,restaurant_39.jpg,restaurant_54.jpg,restaurant_55.jpg,restaurant_12.jpg,restaurant_44.jpg
6,5,livingroom,8,livingroom_41.jpg,3,livingroom_41.jpg,livingroom_66.jpg,livingroom_4.jpg,livingroom_33.jpg,livingroom_67.jpg,livingroom_1.jpg,livingroom_16.jpg,livingroom_36.jpg,livingroom_52.jpg
6,6,greenhouse,9,greenhouse_14.jpg,4,greenhouse_14.jpg,greenhouse_41.jpg,greenhouse_62.jpg,greenhouse_36.jpg,greenhouse_4.jpg,greenhouse_58.jpg,greenhouse_61.jpg,greenhouse_23.jpg,greenhouse_9.jpg
6,7,church-inside,8,church_inside_9.jpg,2,church_inside_9.jpg,church_inside_31.jpg,church_inside_24.jpg,church_inside_26.jpg,church_inside_2.jpg,church_inside_7.jpg,church_inside_30.jpg,church_inside_3.jpg,church_inside_59.jpg
6,8,lobby,4,lobby_57.jpg,3,lobby_57.jpg,lobby_27.jpg,lobby_36.jpg,lobby_21.jpg,lobby_44.jpg,lobby_50.jpg,lobby_6.jpg,lobby_49.jpg,lobby_45.jpg
6,9,hairsalon,9,hairsalon_31.jpg,4,hairsalon_31.jpg,hairsalon_52.jpg,hairsalon_19.jpg,hairsalon_13.jpg,hairsalon_61.jpg,hairsalon_4.jpg,hairsalon_23.jpg,hairsalon_11.jpg,hairsalon_63.jpg
6,10,closet,7,closet_26.jpg,2,closet_26.jpg,closet_10.jpg,closet_51.jpg,closet_46.jpg,closet_8.jpg,closet_38.jpg,closet_30.jpg,closet_53.jpg,closet_30.jpg
6,11,castle,7,castle_59.jpg,3,castle_59.jpg,castle_67.jpg,castle_62.jpg,castle_1.jpg,castle_34.jpg,castle_64.jpg,castle_49.jpg,castle_58.jpg,castle_16.jpg
6,12,facadebuilding,1,facadebuilding_5.jpg,4,facadebuilding_54.jpg,facadebuilding_5.jpg,facadebuilding_7.jpg,facadebuilding_48.jpg,facadebuilding_8.jpg,facadebuilding_15.jpg,facadebuilding_23.jpg,facadebuilding_62.jpg,facadebuilding_26.jpg
6,13,parking,2,parking_7.jpg,2,parking_7.jpg,parking_56.jpg,parking_39.jpg,parking_18.jpg,parking_36.jpg,parking_53.jpg,parking_10.jpg,parking_19.jpg,parking_14.jpg
6,14,bathroom,9,bathroom_33.jpg,3,bathroom_33.jpg,bathroom_20.jpg,bathroom_21.jpg,bathroom_22.jpg,bathroom_60.jpg,bathroom_50.jpg,bathroom_25.jpg,bathroom_41.jpg,bathroom_43.jpg
6,15,diningroom,8,diningroom_16.jpg,4,diningroom_16.jpg,diningroom_35.jpg,diningroom_50.jpg,diningroom_18.jpg,diningroom_51.jpg,diningroom_26.jpg,diningroom_30.jpg,diningroom_57.jpg,diningroom_11.jpg
6,16,bedroom,5,bedroom_67.jpg,2,bedroom_67.jpg,bedroom_33.jpg,bedroom_34.jpg,bedroom_32.jpg,bedroom_7.jpg,bedroom_49.jpg,bedroom_30.jpg,bedroom_45.jpg,bedroom_7.jpg
6,17,classroom,8,classroom_18.jpg,3,classroom_18.jpg,classroom_1.jpg,classroom_30.jpg,classroom_12.jpg,classroom_68.jpg,classroom_23.jpg,classroom_36.jpg,classroom_52.jpg,classroom_51.jpg
6,18,toystore,4,toystore_53.jpg,4,toystore_53.jpg,toystore_38.jpg,toystore_55.jpg,toystore_61.jpg,toystore_13.jpg,toystore_52.jpg,toystore_37.jpg,toystore_7.jpg,toystore_17.jpg
6,19,buffet,7,buffet_33.jpg,2,buffet_33.jpg,buffet_31.jpg,buffet_23.jpg,buffet_41.jpg,buffet_32.jpg,buffet_22.jpg,buffet_20.jpg,buffet_38.jpg,buffet_20.jpg
6,20,waves,2,waves_58.jpg,3,waves_58.jpg,waves_48.jpg,waves_2.jpg,waves_23.jpg,waves_43.jpg,waves_61.jpg,waves_25.jpg,waves_50.jpg,waves_26.jpg
6,21,cavern,2,cavern_14.jpg,4,cavern_14.jpg,cavern_59.jpg,cavern_1.jpg,cavern_18.jpg,cavern_11.jpg,cavern_10.jpg,cavern_43.jpg,cavern_34.jpg,cavern_6.jpg
6,22,field,2,field_36.jpg,2,field_36.jpg,field_17.jpg,field_20.jpg,field_15.jpg,field_16.jpg,field_26.jpg,field_53.jpg,field_17.jpg,field_52.jpg
6,23,warehouse,7,warehouse_27.jpg,3,warehouse_27.jpg,warehouse_44.jpg,warehouse_23.jpg,warehouse_68.jpg,warehouse_65.jpg,warehouse_16.jpg,warehouse_38.jpg,warehouse_39.jpg,warehouse_53.jpg
6,24,stream,3,stream_52.jpg,4,stream_52.jpg,stream_55.jpg,stream_6.jpg,stream_59.jpg,stream_14.jpg,stream_67.jpg,stream_60.jpg,stream_65.jpg,stream_19.jpg
6,25,stairscase,4,stairscase_51.jpg,2,stairscase_51.jpg,stairscase_39.jpg,stairscase_58.jpg,stairscase_38.jpg,stairscase_44.jpg,stairscase_41.jpg,stairscase_13.jpg,stairscase_2.jpg,stairscase_32.jpg
6,26,golfcourse,7,golfcourse_11.jpg,3,golfcourse_11.jpg,golfcourse_54.jpg,golfcourse_45.jpg,golfcourse_46.jpg,golfcourse_66.jpg,golfcourse_3.jpg,golfcourse_23.jpg,golfcourse_68.jpg,golfcourse_12.jpg
6,27,library,1,library_20.jpg,4,library_61.jpg,library_20.jpg,library_34.jpg,library_31.jpg,library_19.jpg,library_54.jpg,library_39.jpg,library_33.jpg,library_62.jpg
6,28,desert,5,desert_7.jpg,2,desert_7.jpg,desert_15.jpg,desert_56.jpg,desert_5.jpg,desert_18.jpg,desert_8.jpg,desert_18.jpg,desert_32.jpg,desert_57.jpg
6,29,underwater,5,underwater_34.jpg,3,underwater_34.jpg,underwater_10.jpg,underwater_38.jpg,underwater_67.jpg,underwater_40.jpg,underwater_21.jpg,underwater_58.jpg,underwater_37.jpg,underwater_30.jpg
6,30,constructionsite,2,constructionsite_55.jpg,4,constructionsite_55.jpg,constructionsite_67.jpg,constructionsite_35.jpg,constructionsite_50.jpg,constructionsite_42.jpg,constructionsite_66.jpg,constructionsite_53.jpg,constructionsite_41.jpg,constructionsite_46.jpg
